english,polish,polish_alternatives
painless,bezbolesny,łatwy
painstaking,drobiazgowy,
paintbrush,pędzel,pędzel do malowania
pajamas,piżama,
pakistani,pakistański,pakistańczyk
palace,pałac,
palate,podniebienie,
palatial,wspaniały,pałacowy
paleness,bladość,
palestinian,palestyński,palestyńczyk
pall,wyświechtywać,"nudzić się
ii.    całun"
palpitation,dygotanie,
paltry,mizerny,
pamper,dogadzać,rozpieszczać
pan,patelnia,
pancake,naleśnik,
pandemonium,piekło,
pander,zaspokajać,
paneling,boazeria,
panelling,boazeria,
pang,ukłucie,"ból
 2.  wyrzut"
panic,panika,panikować
panicstricken,ogarnięty,
panoramic,panoramiczny,
panpipes,fletnia,
pansy,bratek,
pantomime,bajkowy,
pantry,spiżarnia,
paperback,książka,książka w miękkiej oprawie
paperweight,papierów,
paperwork,papierkowa,
paprika,papryka,
parable,przypowieść,
paradoxical,paradoksalny,
paragon,wzór,
parallel,mieć,
paralyse,paraliżować,
paralysis,paraliż,
paralyze,paraliżować,
parameter,czynnik,
paramilitary,paramilitarny,
paranoid,paranoidalny,
paraphernalia,użytku,
paraphrase,parafrazować,
parasite,pasożyt,
parasitic,pasożytniczy,
parasol,przeciwsłoneczny,
parcel,paczka,
parched,wysuszony,
pardon,słucham?'',
pardonable,wybaczenia,
pare,obierać,
paris,paryż,
parish,parafia,parafialny
parisian,paryżanin,
parity,równowaga,równość
parking,licznik,
parlance,mowa,
parliamentary,parlamentarny,
parochial,parafiański,
parody,parodia,parodiować
parquet,parkietowy,
parry,odparowywać,
parsimonious,oszczędny,
parsley,pietruszka,
partial,lubić,
partially,częściowo,
participate,uczestniczyć,
participial,imiesłowowy,
participle,imiesłów,
particle,cząstka,partykuła
particularly,szczególnie,
partition,dzielić,"przedzielać
 2.  przeprowadzać rozbiór"
partly,częściowo,
partnership,współudział,"uczestnictwo
 3.  spółka"
party,brać,
passable,przyjęcia,"możliwy
 2.  przejezdny"
passenger,pasażer,
passerby,przechodzień,
passing,przelotny,
passion,namiętność,"uczucie
 3.  zamiłowanie"
passionate,zapamiętały,namiętny
password,hasło,
pasteurized,pasteryzowany,
pastille,pastylka,
pastime,rozrywka,
pasture,pastwisko,
pasty,niezdrowy,pasztecik
pat,standardowy,
patch,naprawić,załagadzać
patchy,łaciaty,
patent,bezsporny,skóra lakierowana
pathetic,żałosny,wzruszający
pathological,patologiczny,
patriotic,patriotyczny,
patrol,patrolować,
patrolman,posterunkowy,
patron,gość,
patter,bębnienie,"stukać
ii.   1.  stukot"
paunch,duży brzuch,
pauper,nędzarz,
pave,utwardzać,wykładać kamieniami
paving stone,płyta,
paw,bić,drapać łapą
pawn,zastawiać,pionek
pawnbroker,właściciel,
pay,opłacać,być|zwracać
payday,dzień,
payee,wypłaty,
payment,wypłata,zapłata
pd,zapłacony,
pea,groszek,
peaceable,pokojowy,
peaceful,spokojny,
peach,brzoskwinia,brzoskwiniowy
peanut,masło,
pear,gruszka,
pearl,perła,
pearly,perłowy,
peasant,chłop,
peasantry,chłopi,chłopstwo
peck,muskać,dziobanie|muskać ustami|pocałunek
pecuniary,pieniężny,
pedagogic,pedagogiczny,
pedagogy,pedagogika,
pedantic,pedantyczny,
peddle,handlować,"handlować
 2.  rozpowszechniać"
pedestal,piedestał,
pedestrian,przechodzień,przyziemny
peer,równy,równy komuś
peevish,zirytowany,
pejorative,pejoratywny,
pekinese,pekińczyk,
pen,długopis,
penal,karny,
penalise,karać,
penalize,karać,
penalty,karny,
pendant,wisiorek,
pendulum,wahadło,
penetrate,docierać,przez coś)
penetration,przenikliwość,
peninsula,półwysep,
penis,członek,
penitentiary,zakład,
pennsylvania,pensylwania,
pensionable,uprawniony,
pensive,zadumany,
pentathlon,pięciobój,
pentecost,świątki,
pentup,spętany,
peppermint,miętus,
per procurationem,zastępstwie,
perceive,dostrzegać,"postrzegać
 2.  widzieć"
percentage,udział procentowy,
perceptible,dostrzegalny,
perception,wnikliwość,widzenie
peremptory,władczy,
perfection,doskonałość,
perfectly,całkowicie,"zupełnie
 2.  doskonale"
perforate,perforować,
performance,wykonanie,
perfume,woń,
perfunctory,niedbały,
perhaps,być,może
perilous,niebezpieczny,
perimeter,obwód,
period,historyczny,
periodic,okresowy,
periodical,periodyczny,
periphery,peryferia,
perishable,łatwo,
perishing,przeraźliwy,zimny
perjure,popełniać,
perjury,krzywoprzysięstwo,
perk,dodatek,
perky,ożywiony,
perm,trwała,
permeate,przenikać,
permissible,dopuszczalny,
permissive,przyzwalający,
pernickety,drobiazgowy,
perpendicular,pionowy,prostopadły
perpetrate,popełniać,
perpetuate,kontynuować,
perpetuity,wieczność,
perplexed,zakłopotany,
perplexing,kłopotliwy,
perplexity,zakłopotanie,
persecute,prześladować,
persecution,prześladowanie,
perseverance,wytrwałość,
persevere,poddawać,trwać
persist,upierać się,
persnickety,drobiazgowy,
personable,sympatyczny,
personage,osobistość,
personality,osobowość,osobistość
personally,osobiście,
personify,personifikować,uosabiać
personnel,obsługa,
perspire,pocić,
persuade,coś,
persuasive,przekonujący,
pert,zuchwały,
pertain,odnosić,
pertinent,odnoszący,
peruse,czytać,czytać uważnie
peruvian,peruwiański,peruwiańczyk
pervade,przenikać,szerzyć się
pervasive,panujący,przygniatający
perversion,zboczenie,
perversity,przewrotność,
pervert,wypaczać,demoralizować
perverted,zboczony,wypaczony
pessimism,pesymizm,
pester,gnębić,męczyć
pesticide,środek owadobójczy,
pestle,tłuczek,
petal,płatek,
peter out,dochodzić,
petite,drobny,
petition,składać skargę,
petrified,zastygły,
petticoat,halka,półhalka
petulant,nadąsany,
pew,ławka,ławka kościelna
phantom,złudny,
pharmacy,apteka,
phase,"i.    faza
ii.    stopniować",stopniowo zaprzestawać
pheasant,bażant,
phenomenal,fenomenalny,
philadelphia,filadelfia,
philanthropy,filantropia,
philatelic,filatelistyczny,
philately,filatelistyka,
philippine,filipiński,
philippines,filipiny,
philistine,"kołtun
ii.    filisterski",kołtuński
philological,filologiczny,
philology,filologia,
philosophic,filozoficzny,
philosophical,filozoficzny,
philosophise,filozofować,
philosophize,filozofować,
phlegmatic,flegmatyczny,
phobia,fobia,
phonetic,fonetyczny,
phonetics,fonetyka,
phoney,fałszywy,
phony,fałszywy,
phosphorescent,fosforyzujący,
phosphorus,fosforyzujący,
photo,fotka,
photocopier,fotokopiarka,
photocopy,fotokopia,"kopiować|kserokopia
ii.    kopiować kserograficznie"
photogenic,fotogeniczny,
photographic,fotograficzny,
photostat,fotokopia,
phrasal verb,czasownik,
phrase,rozmówki,
phraseological,frazeologiczny,
phraseology,frazeologia,
physics,fizyka,
physiological,fizjologiczny,
physiology,fizjologia,
physiotherapeutic,fizykoterapeutyczny,
physiotherapy,fizykoterapia,
physique,budowa,wygląd
picket,pikietować,
pickpocket,złodziej,
pictorial,obrazkowy,
piddling,błahy,
pidgin,język,pidżin
pie,warzywa w cieście,
piece,kompletować,
piecemeal,kawałek,
piecework,akordowa,
pierce,przebijać,
piety,pobożność,
pig,świnia,
pigeon,gołąb,
pigeonhole,przegródka,
piggybank,skarbonka-świnka,
pigheaded,uparty jak osioł,
pigment,barwnik,
pilchard,sardynka,
pilfer,podwędzić,rąbnąć
pilgrimage,pielgrzymka,
pill,pigułka,
pillow,poduszka,
pillowcase,poszewka,
pillowslip,poszewka,
pilot,wieczny,
pinafore,bezrękawnik,
pincers,"obcęgi
 2.  kleszcze",
pinched,wyczerpany,znękany
pincushion,poduszeczka,
pinkish,różowawy,
pinpoint,wskazywać,wykazywać
pinstripe,prążkowany,
pinstriped,prążkowany,
pint,pół litra piwa,
pioneer,wprowadzać,
pious,pobożny,
pip,sygnał,
pipe,mrzonka,
piped music,muzyka,
pipeline,rurociąg,
piping,wrzący,
piquant,pikantny,atrakcyjny
pique,urażona duma,
piqued,urażony,
piranha,pirania,
pirate,nielegalny,kopiować
piston,tłok,
pit,glinianka,kanał
pitchblack,czarny,
pitched battle,zażarta,
pitchfork,widły,
piteous,żałosny,
pitfall,niebezpieczeństwo,pułapka
pith,miękisz,
pithy,jędrny,
pitiable,żałosny,
pitiful,żałosny,
pitiless,bezlitosny,
pittance,żałosne,
pivot,kręcić,kręcić się wokół osi|obracać się
pixie,chochlik,
pkt,paczka,
placate,zadowalać,
placed,być,
placid,spokojny,
plagiarise,popełniać plagiat,
plagiarize,popełniać plagiat,
plaice,flądra,płastuga
plain,zwykła sprawa,
plainclothes,nieumundurowany,
plaintiff,powód,
plaintive,żałosny,
plan,planować,"zamierzać|program
ii.   1.  planować"
planetary,planetarny,
plant,podstawiać,
plate,naczynia,szkło taflowe
platform,podwyższenie,
platinum,platynowy,
platitude,banał,
platonic,platoniczny,
platter,półmisek,
plausible,przekonujący,
playact,grać,
playback,odtworzenie,
playground,podwórko,
playing card,boisko,
playoff,dogrywka,
plaything,zabawka,
plea,nieprzyznanie,
pleading,błagalny,błaganie
pleasant,miły,
pleasantry,uprzejmość,
pleasing,przyjemny,zadowalający
pleasurable,radosny,
pleasure,radość,to ja dziękuję''
pleated,plisowany,
pledge,zobowiązanie,"przyrzeczenie
ii.   1.  deklarować|się do zrobienia czegoś)"
plenipotentiary,pełnomocnik,
plenty,dużo,
pleurisy,zapalenie,
pliable,podatny,
plight,trudne położenie,
plimsoll,tenisówka,
plinth,cokół,
plop,pluśnięcie,pluskać
plot,wykreślać,
plumage,upierzenie,
plumb,sondować,zgłębiać coś
plumber,hydraulik,
plume,pióro,
plummet,spadać,
plump,wytrzepywać,
plunder,łupienie,"łup|łupić
ii.   1.  plądrowanie"
pluperfect,zaprzeszły,zaprzeszły czas
plush,luksusowy,
plywood,sklejka,
pneumonia,zapalenie płuc,
poach,gotować,dusić
poacher,kłusownik,
pob,skrytka,
pocket,kieszonkowe,
pocketful,kieszeń,pełna kieszeń
pod,strączek,
podgy,tłustawy,
poetic,poetyczny,
poetical,poetyczny,
poignant,dojmujący,przejmujący
pointed,zaostrzony,znaczący
pointer,wskazówka,
pointless,bezsensowny,
poise,opanowanie,
poised,zrównoważony,
poison,otruwać,zatruwać
poky,maluśki,przymały
polack,polaczek,
poland,polska,
polar,niedźwiedź,
polarise,polaryzować,polaryzować się
polarity,przeciwieństwo,sprzeczność
polarize,polaryzować,polaryzować się
police,chronić,
policewoman,policjantka,
polio,paraliż,
polish,zakończyć,
polished,dystyngowany,
politic,dyplomatyczny,"rozważny
 2.  rozsądny"
political,polityczny,upolityczniony
poll,ankietowanie,
pollen,pyłek,pyłek kwiatowy
pollinate,zapylać,
polling,głosowanie,
pollutant,substancja zanieczyszczająca środowisko,
pollute,zanieczyszczać,
poly,politechnika,
polygamy,poligamia,
polygon,wielokąt,
polytechnic,politechnika,
pompous,pompatyczny,
ponder,rozmyślać,rozpatrywać
ponderous,ciężki,niezgrabny
pontiff,arcykapłan,papież
ponytail,koński,
pool,gromadzić,
popcorn,prażona,
pope,papież,
popularise,popularyzować,
popularity,popularność,wzięcie
popularize,popularyzować,
populate,zasiedlać,
population,ludność,
populous,ludny,
porcupine,jeżozwierz,
porn,pornografia,
pornography,pornografia,
porpoise,morświn,
porridge,owsianka,
portable,przenośny,
portend,wróżyć,zwiastować
portentous,wróżący,
porter,bagażowy,
porthole,okienko,
portray,przedstawiać,portretować
portrayal,przedstawienie,
portugal,portugalia,
posh,z wyższej klasy,
possibility,możliwość,
postage,znaczek,
postcard,kartka,widokówka
postcode,pocztowy,
postdate,postdatować,
posterity,potomność,
posthumous,pośmiertny,
postmark,pocztowy,
postmaster,naczelnik,
postmortem,sekcja zwłok,
postpone,odkładać,odraczać
posy,bukiecik,wiązanka
pot,sadzić,
potency,potęga,
potent,potężny,
potential,"zdolności
 2.  potencjał",
potentiality,możliwości,
potholing,speleologiczny,
potion,napój,
poultry,drób,
pounce,rzucać się,
pour,"sypać
 2.  lać się",
pout,wydymać,wydymać wargi
poverty,ubóstwo,
povertystricken,cierpiący,
pow,wojenny,
powder,pył,
powdered,sproszkowany,upudrowany
powdery,sproszkowany,
power,elektrownia,
powerful,potężny,rewelacyjny
powerless,bezsilny,
pp,zastępstwie,
pr,służba,
practicable,możliwy,
practice,ćwiczyć,
practise,ćwiczyć,
practised,wprawny,
practitioner,praktykujący,praktykujący lekarz
pragmatic,pragmatyczny,
prairie,preria,
praiseworthy,godny,
pram,wózek,wózek dziecięcy
prance,paradować,tańczyć
prattle,gaworzyć,"paplać
ii.    gaworzenie"
prawn,krewetka,
pray,modlić,
preamble,wstęp,
prearrange,przygotować z góry,
precarious,niebezpieczny,niepewny
precaution,środek ostrożności,środek zapobiegawczy
precede,poprzedzać,
precedence,pierwszeństwo,
precept,reguła,
precious,zupełnie,
precipice,przepaść,
precipitate,pochopny,
precipitous,przepastny,
precis,skrót,
precise,dokładny,
precisely,dokładnie,
precision,dokładność,
preclude,dopuszczać,
precocious,wcześnie rozwinięty,
preconceived,góry,
preconception,góry,
precondition,warunek,
predator,drapieżnik,
predatory,drapieżny,
predecessor,poprzednik,
predestined,predestynowany,
predetermined,góry,
predicament,złe położenie,
predicate,orzeczenie,
predicative,predykatywny,
predict,przewidywać,przepowiadać
predictable,przepowiadalny,
prediction,przepowiednia,
predispose,usposabiać,
predominant,dominujący,
predominantly,przeważnie,
predominate,dominować,
preeminent,dominujący,
prefab,prefabrykatów,
prefabricated,prefabrykowany,
preface,przedmowa,poprzedzać
prefect,dyżurny,dyżurny klasowy
prefer,preferować,chcieć
preference,"upodobanie
 2.  pierwszeństwo",
preferential,uprzywilejowany,
pregnancy,ciąża,
pregnant,ciężarny,
prehistoric,prehistoryczny,
prejudge,oceniać,
prejudice,uprzedzenie,
prejudiced,uprzedzony,
prelate,prałat,
premarital,przedmałżeński,
premature,przedwczesny,
premier,najważniejszy,
premonition,przeczucie,
preoccupation,główne,
preoccupied,zajęty,
preparatory,"przygotowujący
ii.  preparatory school",
prepare,przygotowywać,
prepared,przygotowany,gotowy
prepay,opłacać,
preposition,przyimek,
prepositional,przyimkowy,
preposterous,niedorzeczny,
prerequisite,warunek,
presence,przytomność,
presentable,się,
presentation,ceremonia,
presentday,obecny,
preservative,środek konserwujący,
preside,prezydować,przewodniczyć
president,przewodniczący,
pressing,nagły,
pressurise,skłaniać naciskiem,
pressurised,ciśnieniowy,
pressurize,skłaniać naciskiem,
pressurized,ciśnieniowy,
prestige,prestiż,
prestigious,prestiżowy,
presume,przypuszczać,że a jest|że a jest chory
presumption,mniemanie,
presumptuous,zarozumiały,
presuppose,zakładać,
presupposition,założenie,
pretence,że się coś robi,
pretend,udawać,
pretense,że się coś robi,
pretentious,pretensjonalny,
prevail,panować,przeważać
prevalent,dominujący,panujący
prevent,zapobiegać,powstrzymywać
preventive,profilaktyka,
preview,przegląd,
previously,wcześniej,
priceless,bezcenny,
prickle,uczucie,kłuć
prickly,kłujący,drażliwy
priest,duchowny,
priestess,kapłanka,
priesthood,kapłaństwo,the priesthood  stan kapłański
primaeval,pierwotny,
primeaval,pierwotny,
primer,podkład,
primeval,pierwotny,
primitive,prymitywny,pierwotny
primrose,pierwiosnek,
prince,książę,
princely,książęcy,
princess,księżna,księżniczka
principal,główny,
principality,księstwo,
principally,głównie,
principle,gruncie,
principled,pryncypialny,
prise,oswobodzić,otworzyć|otworzyć wyłamując
prism,graniastosłup,
prison,więzienie,
prisoner,wojenny,
pristine,nieskazitelny,
privacy,odosobnienie,"osobność
 2.  życie osobiste|życie prywatne"
private,genitalia,
privatise,prywatyzować,
privatize,prywatyzować,
privileged,uprzywilejowany,
privy,wtajemniczony,
prize,oswobodzić,otworzyć|otworzyć wyłamując
probable,możliwy,
probation,sądowy,
probationer,sądowym,
probity,uczciwość,
procedural,proceduralny,
proceeds,dochód,
proclaim,ogłaszać,
procrastinate,zwlekać,
procreate,rodzić,rozmnażać się
procure,uzyskać,
prodigal,marnotrawny,
prodigious,zadziwiająco wielki,
product,wytwór,
productive,produktywny,owocny
productivity,produktywność,
profess,wyznawać,twierdzić
professionalism,profejonalizm,
proffer,przedstawiać,ofiarowywać
proficiency,biegłość,
proficient,biegły,
profitable,dochodowy,korzystny
profound,głęboki,
profusion,obfitość,
program,programowy,
programmable,programowalny,
programme,programowy,
progress,postępy,
progression,przejście,
progressive,postępowy,
prohibit,zabraniać,
prohibitive,zbyt duży,
project,pokazywać,wystawać
projection,część,
proliferate,mnożyć,rozprzestrzeniać się
prolific,płodny,
prolog,wstęp,
prologue,wstęp,
prolong,przedłużać,
prolonged,długi,przedłużający się
promiscuous,przebierający,
promising,się,obiecujący
promote,propagować,promować|awansować
prompt,znacznik,
prompting,podpowiadanie,wskazówka
promptly,dokładnie,
prone,skłonny,
pronoun,zaimek,
pronounced,wyraźnie się odznaczający,
pronouncement,wypowiedź,
propel,wyrzucać,popychać
propensity,skłonność,
proper,rzeczownik,
properly,właściwie,
prophesy,prorokować,wieszczyć
proportion,część,
proportional,proporcjonalny,
proportionate,proporcjonalny,
proposal,"sugestia
 2.  oświadczyny",
propose,sugerować,"proponować
 2.  wysuwać"
propound,proponować,przedkładać
proprietary,zastrzeżony,
proprietor,właściciel,
propriety,przyzwoitość,
propulsion,napęd,
prosaic,prozaiczny,
prosecute,oskarżać,ścigać sądownie
prosecution,ściganie,
prosecutor,oskarżyciel,
prospective,potencjalny,
prosper,prosperować,
prosperous,prosperujący,
prostitute,prostytutka,prostytuować
protect,chronić,
protection,osłona,
protective,ochronny,opiekuńczy
protege,protegowany,
protein,białko,
protestation,zapewnienie,
protracted,przeciągający,
protrude,wystawać,
protuberance,wypukłość,
proud,dumny,
prov,województwo,
prove,udowadniać,"wykazywać
 2.  okazywać się"
proverb,przysłowie,
proverbial,przysłowiowy,
provide,zaopatrywać,
provided,że,
providence,opatrzność,
providential,opatrznościowy,
providing,że,
provincial,prowincjonalny,
provision,dostarczanie,
provisional,prowizoryczny,
provocative,prowokujący,"drażniący|wyzywający
 2.  prowokacyjny"
prowess,możliwości,zdolności
prowl,skradać się,
proximity,bliskość,
prude,świętoszek,
prudent,rozsądny,
prudish,pruderyjny,
prune,obcinać,
pry,wtrącać się,
précis,skrót,
pst,strefowy,
psyche,psychika,
psychiatric,psychiatryczny,
psychiatry,psychiatria,
psychic,nadnaturalny,
psychical,nadnaturalny,
psycho,psychiczny,
psychoanalyse,stosować psychoanalizę,
psychoanalyze,stosować psychoanalizę,
psychological,psychologiczny,
